method,selectivity,mask_seed,query,parameter,level_name,recall,distance_computations,portal_computations,payload_computations,adjacency_reads,visited_cells,summary_checks_query,copy_lists_read,expanded_active_cells,avg_copies_per_expansion,active_edges_exposed,improving_edges,progress_fraction,geo_fallbacks,router_fallbacks,latency_ms,valid_count,theory_copies
progress4,0.001,0,18,256,L3,1.0,751.0,358.0,393,4992.0,358.0,4992,275,256,1.07421875,1907,749,0.39276350288411116,31,0,13.34076700001674,1040,2
progress8,0.001,0,18,256,L3,1.0,759.0,366.0,393,7907.0,366.0,7907,448,256,1.75,2956,1167,0.39479025710419485,18,0,14.097520999996505,1040,2
progress4_router,0.001,0,18,256,L3,1.0,807.0,429.0,378,5125.0,370.0,5125,263,244,1.0778688524590163,1916,701,0.36586638830897705,31,7,14.420604999997977,1040,2
prefilter_exact,0.001,0,21,0,L3,1.0,1040.0,0.0,1040,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.23030500000231768,1040,2
postfilter_hnsw,0.001,0,21,500,L3,0.0,,,0,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,1040,2
postfilter_hnsw,0.001,0,21,1000,L3,0.3,,,3,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,1040,2
postfilter_hnsw,0.001,0,21,2000,L3,0.4,,,4,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,1040,2
postfilter_hnsw,0.001,0,21,4000,L3,0.7,,,7,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,1040,2
postfilter_hnsw,0.001,0,21,8000,L3,0.9,,,9,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,1040,2
postfilter_hnsw,0.001,0,21,16000,L3,1.0,,,10,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,1040,2
fixed_c1,0.001,0,21,32,L3,0.5,245.0,179.0,66,642.0,179.0,642,33,33,1.0,259,32,0.12355212355212356,0,0,2.302688999975544,1040,2
fixed_c2,0.001,0,21,32,L3,0.9,309.0,251.0,58,1159.0,251.0,1159,64,32,2.0,474,44,0.09282700421940929,0,0,2.5232190000110677,1040,2
theory_c,0.001,0,21,32,L3,0.9,309.0,251.0,58,1159.0,251.0,1159,64,32,2.0,474,44,0.09282700421940929,0,0,2.5025270000185174,1040,2
degree4,0.001,0,21,32,L3,0.5,249.0,183.0,66,652.0,183.0,652,34,33,1.0303030303030303,264,33,0.125,0,0,2.259945000020025,1040,2
degree8,0.001,0,21,32,L3,0.7,285.0,230.0,55,960.0,230.0,960,52,32,1.625,391,35,0.08951406649616368,0,0,2.3441399999910573,1040,2
progress4,0.001,0,21,32,L3,0.8,255.0,194.0,61,732.0,194.0,732,34,32,1.0625,326,42,0.12883435582822086,14,0,2.892903000002889,1040,2
progress8,0.001,0,21,32,L3,0.9,295.0,233.0,62,1041.0,233.0,1041,53,32,1.65625,443,43,0.09706546275395034,12,0,2.9844400000058613,1040,2
progress4_router,0.001,0,21,32,L3,0.8,302.0,241.0,61,810.0,202.0,810,34,32,1.0625,326,42,0.12883435582822086,14,4,3.191979999968453,1040,2
fixed_c1,0.001,0,21,64,L3,0.7,384.0,259.0,125,1213.0,259.0,1213,64,64,1.0,478,78,0.16317991631799164,0,0,4.11517200001299,1040,2
fixed_c2,0.001,0,21,64,L3,1.0,432.0,311.0,121,2354.0,311.0,2354,128,64,2.0,935,120,0.12834224598930483,0,0,4.42124099998864,1040,2
theory_c,0.001,0,21,64,L3,1.0,432.0,311.0,121,2354.0,311.0,2354,128,64,2.0,935,120,0.12834224598930483,0,0,4.376594000007117,1040,2
degree4,0.001,0,21,64,L3,0.8,390.0,266.0,124,1258.0,266.0,1258,67,64,1.046875,497,75,0.15090543259557343,0,0,4.025777999999036,1040,2
degree8,0.001,0,21,64,L3,0.8,415.0,294.0,121,1872.0,294.0,1872,101,64,1.578125,738,99,0.13414634146341464,0,0,4.119599000006247,1040,2
progress4,0.001,0,21,64,L3,1.0,393.0,270.0,123,1426.0,270.0,1426,67,64,1.046875,618,108,0.17475728155339806,20,0,4.941118999994387,1040,2
progress8,0.001,0,21,64,L3,1.0,413.0,292.0,121,1987.0,292.0,1987,101,64,1.578125,824,115,0.1395631067961165,17,0,4.883313000021872,1040,2
progress4_router,0.001,0,21,64,L3,1.0,437.0,317.0,120,1500.0,278.0,1500,66,63,1.0476190476190477,616,104,0.16883116883116883,20,4,5.287226999996619,1040,2
fixed_c1,0.001,0,21,128,L3,1.0,553.0,323.0,230,2416.0,323.0,2416,129,129,1.0,951,236,0.24815983175604628,0,0,6.989096000012296,1040,2
fixed_c2,0.001,0,21,128,L3,1.0,576.0,345.0,231,4756.0,345.0,4756,256,128,2.0,1905,467,0.2451443569553806,0,0,7.322966000003817,1040,2
theory_c,0.001,0,21,128,L3,1.0,576.0,345.0,231,4756.0,345.0,4756,256,128,2.0,1905,467,0.2451443569553806,0,0,7.357197000004589,1040,2
degree4,0.001,0,21,128,L3,1.0,554.0,324.0,230,2493.0,324.0,2493,134,128,1.046875,976,238,0.24385245901639344,0,0,7.022757000015645,1040,2
degree8,0.001,0,21,128,L3,1.0,566.0,335.0,231,3610.0,335.0,3610,194,128,1.515625,1439,337,0.23419041000694926,0,0,6.917678999997179,1040,2
progress4,0.001,0,21,128,L3,1.0,556.0,326.0,230,2685.0,326.0,2685,134,128,1.046875,1119,288,0.257372654155496,24,0,7.90610900000388,1040,2
progress8,0.001,0,21,128,L3,1.0,566.0,335.0,231,3746.0,335.0,3746,194,128,1.515625,1544,369,0.23898963730569947,17,0,7.969325000004801,1040,2
progress4_router,0.001,0,21,128,L3,1.0,587.0,370.0,217,2752.0,331.0,2752,127,121,1.0495867768595042,1109,268,0.24165915238954014,25,4,8.400770000008606,1040,2
fixed_c1,0.001,0,21,256,L3,1.0,771.0,356.0,415,4528.0,356.0,4528,256,256,1.0,1716,684,0.3986013986013986,0,0,11.051500000007763,1040,2
fixed_c2,0.001,0,21,256,L3,1.0,776.0,360.0,416,9064.0,360.0,9064,512,256,2.0,3466,1388,0.4004616272360069,0,0,11.828642999972772,1040,2
theory_c,0.001,0,21,256,L3,1.0,776.0,360.0,416,9064.0,360.0,9064,512,256,2.0,3466,1388,0.4004616272360069,0,0,11.879590000006601,1040,2
degree4,0.001,0,21,256,L3,1.0,771.0,356.0,415,4787.0,356.0,4787,272,256,1.0625,1812,730,0.40286975717439294,0,0,10.998358999984248,1040,2
degree8,0.001,0,21,256,L3,1.0,776.0,360.0,416,7633.0,360.0,7633,433,256,1.69140625,2903,1203,0.4143988976920427,0,0,11.606880000016417,1040,2
progress4,0.001,0,21,256,L3,1.0,773.0,357.0,416,5016.0,357.0,5016,273,256,1.06640625,1966,788,0.4008138351983723,26,0,12.411516000014444,1040,2
progress8,0.001,0,21,256,L3,1.0,776.0,360.0,416,7777.0,360.0,7777,433,256,1.69140625,3011,1238,0.41115908336100965,18,0,13.046035999963124,1040,2
progress4_router,0.001,0,21,256,L3,1.0,804.0,404.0,400,5102.0,365.0,5102,265,248,1.0685483870967742,1968,754,0.383130081300813,26,4,13.20846000001552,1040,2
prefilter_exact,0.001,0,24,0,L3,1.0,1040.0,0.0,1040,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.19456199999012824,1040,2
postfilter_hnsw,0.001,0,24,500,L3,0.1,,,1,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,1040,2
postfilter_hnsw,0.001,0,24,1000,L3,0.2,,,2,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,1040,2
postfilter_hnsw,0.001,0,24,2000,L3,0.3,,,3,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,1040,2
postfilter_hnsw,0.001,0,24,4000,L3,0.6,,,6,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,1040,2
postfilter_hnsw,0.001,0,24,8000,L3,0.8,,,8,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,1040,2
postfilter_hnsw,0.001,0,24,16000,L3,1.0,,,10,,,0,0,0,0.0,0,0,0.0,0,0,31.2500259666668,1040,2
fixed_c1,0.001,0,24,32,L3,0.6,222.0,159.0,63,602.0,159.0,602,32,32,1.0,243,28,0.11522633744855967,0,0,2.2581220000006397,1040,2
fixed_c2,0.001,0,24,32,L3,0.9,312.0,259.0,53,1215.0,259.0,1215,64,32,2.0,476,39,0.0819327731092437,0,0,2.510489999991705,1040,2
theory_c,0.001,0,24,32,L3,0.9,312.0,259.0,53,1215.0,259.0,1215,64,32,2.0,476,39,0.0819327731092437,0,0,2.484009999989212,1040,2
degree4,0.001,0,24,32,L3,0.6,222.0,159.0,63,602.0,159.0,602,32,32,1.0,243,28,0.11522633744855967,0,0,2.1284270000023753,1040,2
degree8,0.001,0,24,32,L3,0.9,277.0,222.0,55,924.0,222.0,924,49,34,1.4411764705882353,366,33,0.09016393442622951,0,0,2.3996540000155164,1040,2
progress4,0.001,0,24,32,L3,0.8,240.0,184.0,56,801.0,184.0,801,33,32,1.03125,354,55,0.1553672316384181,19,0,3.025479999990921,1040,2
progress8,0.001,0,24,32,L3,0.9,277.0,222.0,55,1063.0,222.0,1063,49,32,1.53125,457,51,0.11159737417943107,17,0,3.070237000031284,1040,2
progress4_router,0.001,0,24,32,L3,0.8,281.0,235.0,46,906.0,202.0,906,31,30,1.0333333333333334,372,48,0.12903225806451613,19,4,3.2893559999820354,1040,2
fixed_c1,0.001,0,24,64,L3,0.9,369.0,250.0,119,1256.0,250.0,1256,67,67,1.0,496,81,0.16330645161290322,0,0,4.136854999984507,1040,2
fixed_c2,0.001,0,24,64,L3,0.9,428.0,317.0,111,2348.0,317.0,2348,128,64,2.0,934,113,0.12098501070663811,0,0,4.412947999981043,1040,2
theory_c,0.001,0,24,64,L3,0.9,428.0,317.0,111,2348.0,317.0,2348,128,64,2.0,934,113,0.12098501070663811,0,0,4.443113000036192,1040,2
degree4,0.001,0,24,64,L3,0.8,372.0,257.0,115,1274.0,257.0,1274,68,64,1.0625,499,74,0.14829659318637275,0,0,4.069874000009577,1040,2
degree8,0.001,0,24,64,L3,0.9,409.0,296.0,113,1855.0,296.0,1855,99,64,1.546875,724,91,0.12569060773480664,0,0,4.4391579999967234,1040,2
progress4,0.001,0,24,64,L3,0.9,379.0,268.0,111,1473.0,268.0,1473,67,64,1.046875,637,108,0.1695447409733124,27,0,5.202341000000388,1040,2
progress8,0.001,0,24,64,L3,0.9,409.0,296.0,113,2023.0,296.0,2023,99,64,1.546875,848,130,0.15330188679245282,21,0,5.08654699999056,1040,2
progress4_router,0.001,0,24,64,L3,0.9,408.0,307.0,101,1533.0,274.0,1533,60,58,1.0344827586206897,636,97,0.15251572327044025,27,4,5.4231409999943025,1040,2
fixed_c1,0.001,0,24,128,L3,1.0,551.0,327.0,224,2384.0,327.0,2384,128,128,1.0,928,222,0.23922413793103448,0,0,6.955814999997756,1040,2
fixed_c2,0.001,0,24,128,L3,1.0,569.0,345.0,224,4687.0,345.0,4687,256,128,2.0,1847,438,0.23714131023280996,0,0,7.103588000006766,1040,2
theory_c,0.001,0,24,128,L3,1.0,569.0,345.0,224,4687.0,345.0,4687,256,128,2.0,1847,438,0.23714131023280996,0,0,7.044828999994479,1040,2
degree4,0.001,0,24,128,L3,1.0,553.0,329.0,224,2512.0,329.0,2512,136,128,1.0625,974,235,0.24127310061601642,0,0,7.237198000012768,1040,2
degree8,0.001,0,24,128,L3,1.0,563.0,339.0,224,3698.0,339.0,3698,202,128,1.578125,1440,347,0.24097222222222223,0,0,7.324015999984113,1040,2
progress4,0.001,0,24,128,L3,1.0,555.0,330.0,225,2764.0,330.0,2764,138,129,1.069767441860465,1138,294,0.2583479789103691,28,0,8.298768000003065,1040,2
progress8,0.001,0,24,128,L3,1.0,563.0,339.0,224,3874.0,339.0,3874,202,128,1.578125,1567,389,0.2482450542437779,22,0,8.245037999984106,1040,2
progress4_router,0.001,0,24,128,L3,1.0,581.0,366.0,215,2779.0,333.0,2779,128,120,1.0666666666666667,1126,260,0.23090586145648312,29,4,8.571956999986696,1040,2
fixed_c1,0.001,0,24,256,L3,1.0,764.0,356.0,408,4508.0,356.0,4508,256,256,1.0,1702,666,0.391304347826087,0,0,10.882586000008132,1040,2
fixed_c2,0.001,0,24,256,L3,1.0,768.0,360.0,408,9069.0,360.0,9069,512,256,2.0,3455,1373,0.39739507959479015,0,0,11.85307999998031,1040,2
theory_c,0.001,0,24,256,L3,1.0,768.0,360.0,408,9069.0,360.0,9069,512,256,2.0,3455,1373,0.39739507959479015,0,0,11.6883030000281,1040,2
